UserID,YOB,Age,Gender,Income,HouseholdStatus,EducationLevel,Party,Happy,votes,Q122771,Q120472,Q120194,Q119650,Q118232,Q117186,Q117193,Q116881,Q116197,Q115777,Q115899,Q114386,Q113583,Q113584,Q111580,Q110740,Q108950,Q108855,Q108342,Q106997,Q102089,Q108856,Q101162,Q101163,Q99982,Q98059,Q122769,Q118233,Q118237,Q122770,Q124742,Q116797,Q122120,Q116953,Q116601,Q116441,Q116448,Q121699,Q115602,Q121700,Q115610,Q115611,Q120978,Q115390,Q114961,Q114748,Q115195,Q114517,Q121011,Q113992,Q114152,Q120379,Q120650,Q113181,Q112478,Q112512,Q112270,Q111848,Q124122,Q111220,Q123464,Q109367,Q120012,Q109244,Q120014,Q108617,Q119851,Q108754,Q119334,Q108343,Q107869,Q107491,Q106993,Q123621,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q118892,Q118117,Q101596,Q100689,Q100680,Q100562,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98078,Q98197,Q96024
5341,1970.542625,43.45737523,Male,"$100,001 - $150,000",Married (w/kids),Master's Degree,Democrat,1,96,Public,Science,Try first,Giving,Pragmatist,Hot headed,Standard hours,Happy,A.M.,Start,Circumstances,TMI,Talk,People,Demanding,PC,Risk-friendly,Umm...,In-person,Grrr people,Own,Space,Optimist,Dad,Check!,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
5342,1976.229308,37.77069243,Female,"$50,000 - $74,999",Married (no kids),Bachelor's Degree,Libertarian,1,92,Public,Art,Study first,Giving,Pragmatist,Hot headed,Odd hours,Happy,P.M.,Start,Circumstances,Mysterious,Tunes,Technology,Supportive,PC,Cautious,Yes!,Online,Yay people!,Own,Space,Pessimist,Dad,Check!,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No
5344,1948,66,Male,"over $150,000",Married (w/kids),Master's Degree,Independent,0,69,Public,Science,Study first,Giving,Pragmatist,Cool headed,Standard hours,Happy,P.M.,Start,Me,Mysterious,Talk,Technology,Supportive,Mac,Risk-friendly,Yes!,Online,Grrr people,Own,Socialize,Pessimist,Mom,Check!,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes
5345,1994,20,Male,"$50,000 - $74,999",Single (no kids),High School Diploma,Libertarian,1,59,Public,Art,Study first,Receiving,Idealist,Cool headed,Odd hours,Right,P.M.,End,Me,TMI,Talk,People,Supportive,PC,Cautious,Yes!,In-person,Grrr people,Own,Space,Optimist,Dad,Check!,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No
5349,1954,60,Female,"over $150,000",Married (w/kids),Master's Degree,Independent,1,94,Public,Art,Study first,Giving,Idealist,Cool headed,Standard hours,Happy,P.M.,Start,Me,TMI,Tunes,Technology,Demanding,PC,Risk-friendly,Yes!,Online,Grrr people,Own,Space,Optimist,Mom,Check!,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes
5350,1979,35,Female,"$25,001 - $50,000",Married (no kids),High School Diploma,Democrat,1,65,Public,Art,Try first,Giving,Pragmatist,Hot headed,Standard hours,Happy,P.M.,End,Circumstances,Mysterious,Talk,Technology,Supportive,Mac,Cautious,Yes!,In-person,Grrr people,Rent,Space,Optimist,Dad,Check!,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes
5351,1981.403608,32.59639179,Female,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,Republican,1,86,Public,Science,Study first,Giving,Pragmatist,Cool headed,Standard hours,Happy,A.M.,Start,Circumstances,TMI,Tunes,People,Supportive,PC,Cautious,Yes!,In-person,Yay people!,Own,Socialize,Optimist,Mom,Check!,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
5353,1993,21,Male,"$100,001 - $150,000",Single (no kids),High School Diploma,Democrat,1,100,Private,Art,Study first,Receiving,Idealist,Hot headed,Standard hours,Happy,A.M.,Start,Circumstances,Mysterious,Tunes,Technology,Supportive,Mac,Cautious,Yes!,Online,Grrr people,Own,Space,Optimist,Mom,Nope,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No
5354,1963,51,Male,"$100,001 - $150,000",Single (no kids),Current Undergraduate,Republican,1,77,Public,Science,Study first,Giving,Idealist,Cool headed,Standard hours,Happy,P.M.,Start,Circumstances,Mysterious,Talk,People,Supportive,PC,Cautious,Yes!,Online,Yay people!,Rent,Socialize,Optimist,Dad,Check!,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes
5358,1982,32,Male,"$25,001 - $50,000",Single (no kids),Bachelor's Degree,Independent,1,87,Public,Science,Study first,Giving,Pragmatist,Cool headed,Standard hours,Happy,P.M.,End,Me,Mysterious,Talk,Technology,Supportive,PC,Cautious,Yes!,In-person,Grrr people,Own,Socialize,Pessimist,Mom,Nope,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes
5361,1987.222045,26.77795466,Male,"$25,001 - $50,000",Single (no kids),Doctoral Degree,Republican,0,94,Public,Science,Study first,Receiving,Idealist,Cool headed,Odd hours,Right,P.M.,End,Circumstances,Mysterious,Tunes,Technology,Demanding,PC,Risk-friendly,Umm...,In-person,Grrr people,Rent,Space,Pessimist,Dad,Nope,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes
5362,2005.871994,8.128006229,Male,"under $25,000",Single (no kids),Current K-12,Democrat,0,20,Private,Science,Try first,Receiving,Idealist,Cool headed,Odd hours,Happy,P.M.,Start,Circumstances,Mysterious,Tunes,Technology,Supportive,Mac,Risk-friendly,Yes!,In-person,Yay people!,Rent,Space,Optimist,Mom,Nope,Only-child,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes
5364,1978,36,Female,"$100,001 - $150,000",Married (w/kids),Bachelor's Degree,Democrat,1,79,Public,Art,Study first,Giving,Idealist,Hot headed,Standard hours,Happy,P.M.,Start,Circumstances,Mysterious,Talk,Technology,Supportive,Mac,Cautious,Umm...,In-person,Grrr people,Own,Space,Optimist,Mom,Check!,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No
5365,1971,43,Male,"$25,001 - $50,000",Single (no kids),Master's Degree,Republican,0,94,Public,Art,Try first,Giving,Idealist,Cool headed,Odd hours,Happy,A.M.,End,Me,TMI,Tunes,Technology,Supportive,PC,Cautious,Yes!,In-person,Yay people!,Rent,Space,Optimist,Dad,Check!,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes
5366,1994,20,Male,"under $25,000",Single (no kids),High School Diploma,Independent,1,100,Public,Art,Try first,Receiving,Pragmatist,Cool headed,Standard hours,Happy,P.M.,Start,Circumstances,Mysterious,Tunes,Technology,Supportive,Mac,Cautious,Yes!,In-person,Yay people!,Own,Space,Optimist,Mom,Nope,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No
5367,1983.375331,30.62466857,Female,"$100,001 - $150,000",Married (no kids),Master's Degree,Independent,1,50,Public,Science,Study first,Giving,Pragmatist,Cool headed,Standard hours,Happy,A.M.,Start,Circumstances,TMI,Tunes,People,Supportive,PC,Risk-friendly,Yes!,In-person,Grrr people,Own,Socialize,Optimist,Dad,Check!,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes
5368,1998,16,Male,"$50,000 - $74,999",Single (no kids),Current K-12,Democrat,1,98,Public,Art,Study first,Giving,Pragmatist,Hot headed,Odd hours,Right,A.M.,Start,Me,Mysterious,Tunes,People,Supportive,PC,Cautious,Yes!,In-person,Yay people!,Rent,Socialize,Optimist,Mom,Nope,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes
5369,1980,34,Male,"$100,001 - $150,000",Single (no kids),Bachelor's Degree,Republican,0,71,Public,Science,Study first,Giving,Pragmatist,Hot headed,Odd hours,Happy,P.M.,End,Circumstances,Mysterious,Tunes,Technology,Supportive,PC,Cautious,Umm...,Online,Grrr people,Rent,Space,Pessimist,Dad,Nope,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes
5370,1996,18,Male,"under $25,000",Single (no kids),Current K-12,Democrat,1,29,Private,Science,Study first,Receiving,Pragmatist,Cool headed,Standard hours,Right,P.M.,End,Me,TMI,Tunes,Technology,Supportive,PC,Cautious,Yes!,Online,Yay people!,Own,Socialize,Pessimist,Dad,Nope,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No
5371,1995,19,Female,"$25,001 - $50,000",Single (no kids),Current Undergraduate,Independent,1,32,Private,Science,Study first,Giving,Idealist,Hot headed,Odd hours,Happy,P.M.,End,Circumstances,Mysterious,Tunes,Technology,Demanding,PC,Risk-friendly,Yes!,In-person,Grrr people,Own,Socialize,Optimist,Dad,Check!,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes
5372,1959,55,Male,"$100,001 - $150,000",Married (w/kids),Master's Degree,Democrat,1,73,Public,Art,Study first,Giving,Pragmatist,Cool headed,Standard hours,Happy,A.M.,Start,Me,TMI,Talk,Technology,Supportive,PC,Cautious,Yes!,Online,Yay people!,Own,Space,Optimist,Dad,Check!,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No
5378,1950.036727,63.96327335,Male,"$100,001 - $150,000",Married (w/kids),Doctoral Degree,Independent,1,30,Public,Science,Study first,Giving,Pragmatist,Cool headed,Standard hours,Happy,A.M.,Start,Circumstances,TMI,Tunes,Technology,Supportive,PC,Cautious,Umm...,In-person,Yay people!,Own,Socialize,Optimist,Dad,Nope,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes
5379,1954,60,Female,"$100,001 - $150,000",Married (no kids),Bachelor's Degree,Democrat,1,96,Public,Science,Study first,Giving,Idealist,Cool headed,Standard hours,Right,P.M.,End,Circumstances,Mysterious,Tunes,People,Demanding,PC,Risk-friendly,Yes!,Online,Grrr people,Own,Socialize,Optimist,Dad,Nope,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No
5380,1959.551876,54.44812354,Male,"$100,001 - $150,000",Married (no kids),Bachelor's Degree,Republican,0,43,Public,Art,Study first,Giving,Pragmatist,Cool headed,Standard hours,Happy,P.M.,Start,Me,Mysterious,Tunes,People,Supportive,Mac,Cautious,Yes!,In-person,Yay people!,Own,Space,Optimist,Dad,Check!,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No
5382,1957.233924,56.76607556,Male,"$50,000 - $74,999",Married (no kids),Master's Degree,Democrat,1,43,Public,Science,Try first,Giving,Pragmatist,Cool headed,Standard hours,Happy,A.M.,Start,Circumstances,TMI,Talk,Technology,Supportive,PC,Cautious,Yes!,In-person,Yay people!,Own,Socialize,Pessimist,Dad,Check!,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes
5385,1998,16,Male,"$50,000 - $74,999",Single (no kids),Current K-12,Libertarian,1,101,Private,Science,Try first,Giving,Pragmatist,Hot headed,Standard hours,Right,P.M.,Start,Me,TMI,Talk,People,Supportive,Mac,Cautious,Yes!,In-person,Yay people!,Own,Space,Optimist,Mom,Nope,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes
5390,1992,22,Female,"under $25,000",Single (no kids),Current Undergraduate,Democrat,0,52,Public,Art,Study first,Giving,Pragmatist,Hot headed,Standard hours,Happy,P.M.,Start,Me,Mysterious,Tunes,Technology,Supportive,Mac,Cautious,Yes!,In-person,Grrr people,Rent,Space,Pessimist,Mom,Nope,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No
5391,1961.142223,52.85777749,Male,"over $150,000",Single (no kids),Master's Degree,Libertarian,0,71,Public,Science,Study first,Giving,Pragmatist,Hot headed,Standard hours,Right,A.M.,End,Me,TMI,Talk,Technology,Demanding,PC,Risk-friendly,Umm...,Online,Grrr people,Own,Space,Pessimist,Dad,Check!,Only-child,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes
5393,1967.673668,46.32633157,Female,"$25,001 - $50,000",Married (w/kids),Associate's Degree,Other,1,54,Public,Science,Try first,Receiving,Idealist,Cool headed,Standard hours,Happy,A.M.,Start,Circumstances,TMI,Talk,Technology,Demanding,PC,Cautious,Umm...,Online,Yay people!,Rent,Space,Optimist,Dad,Nope,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No
5394,1998,16,Female,"$50,000 - $74,999",Single (no kids),Current K-12,Republican,1,87,Private,Science,Study first,Giving,Idealist,Hot headed,Standard hours,Happy,P.M.,Start,Me,Mysterious,Tunes,People,Supportive,Mac,Cautious,Umm...,In-person,Grrr people,Own,Socialize,Pessimist,Dad,Check!,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes
5395,1971.364716,42.63528423,Female,"$100,001 - $150,000",Married (w/kids),High School Diploma,Republican,0,52,Private,Art,Study first,Giving,Pragmatist,Hot headed,Standard hours,Right,A.M.,Start,Circumstances,Mysterious,Tunes,Technology,Demanding,PC,Cautious,Yes!,Online,Yay people!,Own,Socialize,Pessimist,Dad,Check!,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No
5396,2004.89043,9.109569976,Male,"$25,001 - $50,000",Single (no kids),Current K-12,Other,0,59,Public,Science,Study first,Receiving,Pragmatist,Cool headed,Standard hours,Right,A.M.,Start,Me,Mysterious,Tunes,People,Demanding,Mac,Risk-friendly,Umm...,In-person,Grrr people,Rent,Space,Pessimist,Dad,Nope,Only-child,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes
5398,1993,21,Male,"under $25,000",Single (no kids),Current K-12,Other,1,96,Public,Science,Study first,Receiving,Idealist,Cool headed,Standard hours,Happy,P.M.,End,Circumstances,Mysterious,Tunes,Technology,Demanding,PC,Cautious,Umm...,Online,Grrr people,Own,Space,Pessimist,Mom,Nope,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes
5400,1972.622747,41.37725294,Male,"under $25,000",Married (w/kids),Current K-12,Democrat,0,42,Public,Art,Try first,Giving,Idealist,Cool headed,Odd hours,Happy,P.M.,Start,Circumstances,TMI,Tunes,People,Supportive,PC,Cautious,Yes!,In-person,Yay people!,Rent,Socialize,Optimist,Mom,Nope,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes
5401,1988,26,Male,"under $25,000",Single (no kids),Bachelor's Degree,Other,0,58,Private,Science,Study first,Giving,Pragmatist,Cool headed,Standard hours,Right,A.M.,Start,Circumstances,TMI,Talk,People,Demanding,PC,Risk-friendly,Umm...,In-person,Yay people!,Own,Space,Pessimist,Dad,Check!,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes
